Date-Hour(NMT),WindSpeed,Sunshine,AirPressure,Radiation,AirTemperature,RelativeAirHumidity,SystemProduction
02.12.2017-06:00,1.1,0,1015,-5.8,-5.5,83,0
02.12.2017-07:00,0.3,0,1014.4,-5.6,-5.1,84,0
02.12.2017-08:00,1,0,1014.2,-5.7,-5.3,86,0
02.12.2017-09:00,0.7,0,1014.2,-4.4,-5.5,87,0
02.12.2017-10:00,1,0,1014,8.3,-4.9,84,0
02.12.2017-11:00,0.1,0,1013.7,29.5,-3.9,82,0
02.12.2017-12:00,0.5,0,1013.4,32.6,-3.3,82,0
02.12.2017-13:00,0.9,0,1012.4,30.8,-3,83,0
02.12.2017-14:00,1.1,0,1012.1,19.3,-2.5,87,0
02.12.2017-15:00,1,0,1011.3,7.8,-2.7,87,0
02.12.2017-16:00,1,0,1010.7,-3.8,-2.7,89,0
02.12.2017-17:00,0.4,0,1010,-5.6,-2.6,89,0
02.12.2017-18:00,0.6,0,1009.8,-5.5,-2.8,90,0
02.12.2017-19:00,1,0,1009.4,-5.8,-2.8,91,0
02.12.2017-20:00,1.3,0,1008.9,-5.8,-2.7,91,0
02.12.2017-21:00,2.8,0,1008.4,-6,-2.7,89,0
02.12.2017-22:00,2.1,0,1007.6,-6.1,-3.1,89,0
02.12.2017-23:00,2,0,1007.2,-6.2,-3.6,90,0
03.12.2017-00:00,3.3,0,1006.7,-6.5,-3.4,90,0
03.12.2017-01:00,1.4,0,1006.8,-5.3,-2.7,91,0
03.12.2017-02:00,2.1,0,1006.4,-5.8,-2.8,93,0
03.12.2017-03:00,0.7,0,1006.3,-5.8,-2.8,95,0
03.12.2017-04:00,0.8,0,1005.9,-5.5,-2.9,97,0
03.12.2017-05:00,0.7,0,1005.4,-5.6,-3.6,97,0
03.12.2017-06:00,0.6,0,1005.4,-5.3,-4,97,0
03.12.2017-07:00,1.4,0,1005.2,-5.8,-3.7,97,0
03.12.2017-08:00,0.8,0,1005.4,-6,-4.2,96,0
03.12.2017-09:00,1,0,1005.9,-5.1,-4.4,95,0
03.12.2017-10:00,1.3,0,1006.4,8.5,-4.4,94,0
03.12.2017-11:00,1.1,49,1006.4,62.7,-2.3,95,0
03.12.2017-12:00,1.1,60,1006.6,101.2,-1.2,94,443.3333
03.12.2017-13:00,1.2,60,1006.8,105.5,0.6,89,581
03.12.2017-14:00,1.6,60,1007,81.5,1.5,76,172.3333
03.12.2017-15:00,0.9,60,1007.3,32.6,0.5,77,46.6667
03.12.2017-16:00,0.6,10,1008.2,-2.9,-0.5,81,0
03.12.2017-17:00,0.4,0,1008.7,-7.1,-1.6,78,0
03.12.2017-18:00,1.2,0,1009.3,-7.8,-2.5,82,0
03.12.2017-19:00,1.9,0,1009.9,-7,-1.8,77,0
03.12.2017-20:00,1.3,0,1010.4,-6.9,-2.7,80,0
03.12.2017-21:00,2.3,0,1010.9,-7.2,-2.9,80,0
03.12.2017-22:00,1.9,0,1011.3,-7.1,-2.5,79,0
03.12.2017-23:00,1.6,0,1011.8,-7.1,-3.8,84,0
04.12.2017-00:00,0.3,0,1012.3,-6.2,-3,82,0
04.12.2017-01:00,1.4,0,1012.7,-6.5,-3.1,82,0
04.12.2017-02:00,1.2,0,1012.7,-6.5,-3.1,82,0
04.12.2017-03:00,2.4,0,1013.1,-7.4,-2.8,80,0
04.12.2017-04:00,1.2,0,1013.2,-6.9,-3.8,84,0
04.12.2017-05:00,0.8,0,1013.7,-6.8,-4,85,0
04.12.2017-06:00,0.8,0,1013.9,-6.6,-4.1,87,0
04.12.2017-07:00,1.6,0,1014.3,-6.7,-4,87,0
04.12.2017-08:00,2.3,0,1015,-6.9,-3.8,82,0
04.12.2017-09:00,0.8,0,1015.8,-5.5,-4.2,86,0
04.12.2017-10:00,1.2,29,1016.5,16.2,-4.2,87,0
04.12.2017-11:00,0.6,60,1016.7,65.8,-2.1,80,0
04.12.2017-12:00,0.7,60,1016.8,99.8,-0.8,73,524.3334
04.12.2017-13:00,0.4,58,1017,87.6,-0.2,72,647.0001
04.12.2017-14:00,1.6,8,1017.2,41.4,-1,76,268.3334
04.12.2017-15:00,1.2,0,1017.2,4.2,-1.3,78,51.3333
04.12.2017-16:00,0.4,0,1017.1,-5.8,-1.9,80,0
04.12.2017-17:00,1.8,0,1017.4,-6.5,-2.1,79,0
04.12.2017-18:00,1.7,0,1017.5,-7,-2.5,80,0
04.12.2017-19:00,1.5,0,1017.5,-7.3,-3,81,0
04.12.2017-20:00,0.8,0,1017.4,-6.8,-3.2,81,0
04.12.2017-21:00,1.5,0,1017.1,-6.9,-2.8,80,0
04.12.2017-22:00,1.7,0,1016.6,-6.7,-2.8,80,0
04.12.2017-23:00,1.6,0,1016.2,-6.4,-2.5,81,0
05.12.2017-00:00,1.5,0,1015.5,-6.1,-2.1,80,0
05.12.2017-01:00,2.1,0,1014.8,-6,-1.8,78,0
05.12.2017-02:00,0.2,0,1013.8,-6.7,-2.4,83,0
05.12.2017-03:00,0.5,0,1013.1,-7.4,-3.1,84,0
05.12.2017-04:00,0.6,0,1012.4,-6.8,-4.1,88,0
05.12.2017-05:00,0.5,0,1011.4,-7,-4.3,88,0
05.12.2017-06:00,0.2,0,1010.9,-7.1,-4.8,90,0
05.12.2017-07:00,0.3,0,1010,-6.8,-4.9,91,0
05.12.2017-08:00,2.4,0,1009.8,-6.6,-4.7,89,0
05.12.2017-09:00,2.4,0,1009.2,-6,-4.6,90,0
05.12.2017-10:00,2.1,0,1008.5,7.9,-4,89,0
05.12.2017-11:00,0.8,0,1007.5,27.4,-3.2,89,0
05.12.2017-12:00,0.9,0,1006.6,42,-1.7,87,261.6667
05.12.2017-13:00,2.2,42,1006.5,62.8,-0.2,83,569.3333
05.12.2017-14:00,1.2,51,1006.4,67.4,0.7,82,428.6667
05.12.2017-15:00,5.6,24,1007.3,23,0.7,83,170.6666
05.12.2017-16:00,4.6,0,1008.3,-3.6,2.1,80,0
05.12.2017-17:00,2,0,1009.3,-6,1.8,78,0
05.12.2017-18:00,1.6,0,1010.1,-6.8,1.3,82,0
05.12.2017-19:00,2.6,0,1010.6,-5.8,2.1,74,0
05.12.2017-20:00,3,0,1011,-6.2,2.7,66,0
05.12.2017-21:00,2.2,0,1011.1,-6.6,2.5,67,0
05.12.2017-22:00,1.2,0,1011,-6.9,1.8,75,0
05.12.2017-23:00,2.6,0,1010.9,-5.7,2.9,62,0
06.12.2017-00:00,1.3,0,1011.1,-7.1,2.3,67,0
06.12.2017-01:00,1,0,1010.9,-6.8,1.2,77,0
06.12.2017-02:00,0.6,0,1011,-6.6,1.1,78,0
06.12.2017-03:00,0.1,0,1010.9,-7.2,0.4,90,0
06.12.2017-04:00,1.1,0,1010.5,-6.2,0.2,95,0
06.12.2017-05:00,0.9,0,1009.8,-5.6,0.2,96,0
06.12.2017-06:00,1.5,0,1009.8,-6.3,0.2,97,0
06.12.2017-07:00,1.5,0,1009.5,-6.3,0.2,97,0
06.12.2017-08:00,2.6,0,1009.4,-6.5,0.3,95,0
06.12.2017-09:00,2.5,0,1009.6,-6.7,0.3,94,0
06.12.2017-10:00,2,0,1009.5,0,0.1,93,0
06.12.2017-11:00,1.8,0,1009.1,19.8,0.3,94,0
06.12.2017-12:00,1.9,0,1009,20.5,0.4,92,0
06.12.2017-13:00,2,0,1008.3,25.1,0.4,94,0
06.12.2017-14:00,1.3,0,1008,13.4,0.4,93,0
06.12.2017-15:00,1.2,0,1007.3,-0.5,0.4,94,0
06.12.2017-16:00,1.3,0,1007,-5.1,0.4,94,0
06.12.2017-17:00,1.7,0,1006.8,-6.2,0.3,96,0
06.12.2017-18:00,1.6,0,1005.9,-6.4,0.2,97,0
06.12.2017-19:00,1.2,0,1005.2,-6.1,0.3,97,0
06.12.2017-20:00,0.7,0,1004.4,-6.4,0.4,97,0
06.12.2017-21:00,0.8,0,1003.3,-7.5,0.4,98,0
06.12.2017-22:00,1.5,0,1002.4,-6.5,0.4,98,0
06.12.2017-23:00,0.4,0,1001.6,-6.1,0.4,98,0
07.12.2017-00:00,1.8,0,1000.4,-6.6,0.5,99,0
07.12.2017-01:00,0.8,0,999.7,-6,0.6,99,0
07.12.2017-02:00,1,0,998.9,-6.6,0.8,99,0
07.12.2017-03:00,0.9,0,997.9,-6.1,0.8,99,0
07.12.2017-04:00,1.1,0,996.5,-5.5,1.1,99,0
07.12.2017-05:00,1,0,995.2,-6.1,1.3,99,0
07.12.2017-06:00,2.5,0,993.8,-5.4,2.4,99,0
07.12.2017-07:00,1.6,0,992.9,-5.3,3.3,99,0
07.12.2017-08:00,1.9,0,991.8,-5.5,3.5,99,0
07.12.2017-09:00,2.4,0,990.4,-5.5,4.1,99,0
07.12.2017-10:00,4.6,0,988.8,-4.1,6,100,0
07.12.2017-11:00,5.2,0,987,-2.5,6.3,99,0
07.12.2017-12:00,5,0,985.7,0.7,6.8,98,0
07.12.2017-13:00,4.1,0,984.2,0.5,7.2,98,0
07.12.2017-14:00,4.7,0,982.6,0.4,7.6,96,0
07.12.2017-15:00,6.5,0,980.9,-2.1,8.1,93,0
07.12.2017-16:00,6.6,0,980.3,-3.8,8.4,91,0
07.12.2017-17:00,5.4,0,979.9,-5.1,7.9,88,0
07.12.2017-18:00,4.9,0,979.9,-5.6,7.1,84,0
07.12.2017-19:00,7.3,0,979.6,-5.3,6,79,0
07.12.2017-20:00,7.1,0,978.7,-5.4,6,75,0
07.12.2017-21:00,7.5,0,977.9,-5.4,6,70,0
07.12.2017-22:00,8.8,0,976.7,-5.4,5.7,68,0
07.12.2017-23:00,7.5,0,975.5,-4.8,5.8,68,0
08.12.2017-00:00,6.6,0,974.3,-4.8,5.8,72,0
08.12.2017-01:00,7.8,0,973.2,-4.9,5.6,70,0
08.12.2017-02:00,5.8,0,972.9,-5,5.1,70,0
08.12.2017-03:00,4.5,0,972.9,-5.7,4.3,74,0
08.12.2017-04:00,4,0,972.8,-6.7,3.8,76,0
08.12.2017-05:00,4.3,0,972.8,-6.3,4.6,64,0
08.12.2017-06:00,6.3,0,972.1,-6.1,4.7,60,0
08.12.2017-07:00,5.9,0,972,-5.6,4.5,62,0
08.12.2017-08:00,5.4,0,972.3,-5.6,4.3,63,0
08.12.2017-09:00,3.3,0,972.8,-5,4.6,64,0
08.12.2017-10:00,3,0,973.2,2,4.2,67,0
08.12.2017-11:00,3.8,0,973.6,27.9,5.2,62,98.6667
08.12.2017-12:00,4,0,974.1,16.8,5.5,58,405
08.12.2017-13:00,3.1,0,974.6,25.9,5.5,57,362
08.12.2017-14:00,4.5,0,975.4,22.9,5.3,58,331.9999
08.12.2017-15:00,3.7,0,976.1,4,5.2,56,69.6666
08.12.2017-16:00,3.9,0,976.9,-5.3,5.3,50,0
08.12.2017-17:00,3.5,0,977.2,-7,4.4,54,0
08.12.2017-18:00,1.4,0,977.6,-7.5,3.7,55,0
08.12.2017-19:00,2.8,0,978.2,-7.4,3.2,58,0
08.12.2017-20:00,1.6,0,978.6,-7.3,1.7,63,0
08.12.2017-21:00,0.3,0,979.4,-8,0.3,72,0
08.12.2017-22:00,1.1,0,979.9,-7.9,-0.2,74,0
08.12.2017-23:00,0.5,0,980.6,-6.4,1.1,70,0
09.12.2017-00:00,0.6,0,981.3,-6.4,1.8,67,0
09.12.2017-01:00,0.4,0,981.6,-6.8,1.4,70,0
09.12.2017-02:00,0.6,0,982.1,-6.7,1.4,70,0
09.12.2017-03:00,1,0,982.6,-6.8,1.4,69,0
09.12.2017-04:00,0.4,0,983.1,-7.3,1.6,65,0
09.12.2017-05:00,2.3,0,983.3,-6.7,2.3,55,0
09.12.2017-06:00,1.3,0,983.8,-7,2.2,56,0
09.12.2017-07:00,2.3,0,984,-7,2.6,55,0
09.12.2017-08:00,0.5,0,984.7,-6.6,1.7,62,0
09.12.2017-09:00,1,0,985.6,-6.6,2.1,57,0
09.12.2017-10:00,3,0,986.1,-1.2,3.6,50,0
09.12.2017-11:00,2.4,0,986.4,25,3.6,50,54.6667
09.12.2017-12:00,1.3,3,986.8,55.7,3.8,49,675
09.12.2017-13:00,2.8,8,987.1,59.2,4,44,749
09.12.2017-14:00,2.1,16,987.2,44.2,3.7,44,398
09.12.2017-15:00,1.7,27,987.4,26.2,3.5,45,172
09.12.2017-16:00,1.5,0,987.6,-2.9,2.4,48,0
09.12.2017-17:00,2.2,0,987.6,-7.4,2.7,45,0
09.12.2017-18:00,1,0,987.6,-7.4,0.7,56,0
09.12.2017-19:00,2.2,0,988,-7.9,-1.2,66,0
09.12.2017-20:00,1.5,0,988.2,-7.6,-1.8,68,0
09.12.2017-21:00,1.4,0,988.3,-7.3,-2.7,75,0
09.12.2017-22:00,1.1,0,988.2,-7.9,-2.9,76,0
09.12.2017-23:00,2.7,0,988,-7.7,-3.1,74,0
10.12.2017-00:00,1.5,0,988.1,-7.7,-3.6,75,0
10.12.2017-01:00,1.1,0,987.8,-7.9,-4.2,80,0
10.12.2017-02:00,2,0,987.5,-7.5,-4.6,80,0
10.12.2017-03:00,1.7,0,987.4,-7.7,-4.5,77,0
10.12.2017-04:00,0.8,0,987.3,-7.7,-5.1,80,0
10.12.2017-05:00,2.5,0,986.8,-7.5,-5.4,80,0
10.12.2017-06:00,0.2,0,986.9,-7.2,-6.6,85,0
10.12.2017-07:00,1.4,0,986.7,-7.2,-6.4,84,0
10.12.2017-08:00,3.2,0,986.3,-6.7,-5.5,79,0
10.12.2017-09:00,1.3,0,986.5,-6.5,-6.4,84,0
10.12.2017-10:00,0.5,34,986.6,11.2,-6.6,83,0
10.12.2017-11:00,0.8,60,986.3,56.7,-4.1,76,0
10.12.2017-12:00,0.9,60,985.7,86.2,-3.8,75,1068.3334
10.12.2017-13:00,2.1,60,985.3,92.6,-2.5,74,1976.3333
10.12.2017-14:00,1.8,60,985.3,69.1,-3,75,445.6667
10.12.2017-15:00,2.2,29,985.4,16.2,-3.9,79,170.3333
10.12.2017-16:00,3.8,0,985.4,-4.9,-4.5,82,0
10.12.2017-17:00,2.6,0,985.9,-6.7,-4.7,83,0
10.12.2017-18:00,3.3,0,986.1,-6.7,-5.1,84,0
10.12.2017-19:00,2.1,0,986.6,-6.3,-4.7,84,0
10.12.2017-20:00,2.9,0,986.9,-5.1,-4,84,0
10.12.2017-21:00,2.6,0,987.2,-5.1,-3.5,83,0
10.12.2017-22:00,3,0,987.6,-5.2,-3.5,83,0
10.12.2017-23:00,4.6,0,987.6,-5.1,-3.2,83,0
11.12.2017-00:00,3.6,0,987.9,-5.4,-2.9,84,0
11.12.2017-01:00,2.1,0,988.2,-5.8,-2.8,84,0
11.12.2017-02:00,3.9,0,988.8,-5,-2.7,81,0
11.12.2017-03:00,2.6,0,989.5,-5.3,-2.5,82,0
11.12.2017-04:00,2.8,0,990.3,-5.4,-2.5,83,0
11.12.2017-05:00,2.5,0,990.6,-5.1,-2.4,84,0
11.12.2017-06:00,2.1,0,991.4,-5.4,-2.5,87,0
11.12.2017-07:00,2.1,0,992.1,-5,-2.4,83,0
11.12.2017-08:00,2.9,0,993,-5.6,-2.2,83,0
11.12.2017-09:00,2.6,0,993.8,-5.6,-2.1,83,0
11.12.2017-10:00,2.7,0,994.3,0.3,-1.9,82,0
11.12.2017-11:00,3.1,0,994.7,18,-1.7,81,0
11.12.2017-12:00,3.7,0,994.7,34.2,-1.5,80,0
11.12.2017-13:00,1.9,0,995.5,35.7,-1.2,80,0
11.12.2017-14:00,1.6,0,996,31,-1.2,81,0
11.12.2017-15:00,2.4,0,996.4,5.6,-1.2,81,0
11.12.2017-16:00,3.2,0,996.6,-4.8,-1.3,82,0
11.12.2017-17:00,2.4,0,996.7,-5.3,-1.4,82,0
11.12.2017-18:00,3.6,0,997.3,-5.6,-1.5,81,0
11.12.2017-19:00,4.4,0,997.2,-5.6,-1.9,80,0
11.12.2017-20:00,1.9,0,997.4,-5.7,-2,80,0
11.12.2017-21:00,5,0,996.9,-6.4,-2.2,81,0
11.12.2017-22:00,3.5,0,997.2,-6.7,-2.5,81,0
11.12.2017-23:00,2.4,0,997.3,-6.6,-2.7,80,0
12.12.2017-00:00,3.8,0,997.3,-5.4,-2.1,77,0
12.12.2017-01:00,5.4,0,997,-5.1,-2,76,0
12.12.2017-02:00,4.7,0,996.1,-5.8,-2.6,78,0
12.12.2017-03:00,3.3,0,995.9,-6.1,-2.7,76,0
12.12.2017-04:00,4.6,0,995.6,-6.5,-3,77,0
12.12.2017-05:00,2.6,0,995.6,-6.2,-3.6,80,0
12.12.2017-06:00,2.9,0,995.4,-6.9,-3.4,79,0
12.12.2017-07:00,2.3,0,995.4,-6.8,-3.8,79,0
12.12.2017-08:00,2.4,0,995.7,-7.3,-3.8,77,0
12.12.2017-09:00,1.7,0,995.7,-6.8,-4,76,0
12.12.2017-10:00,1.2,16,995.7,4,-4.3,78,0
12.12.2017-11:00,1.7,35,996,37.4,-3.5,69,0
12.12.2017-12:00,0.8,60,995.7,87.4,-3.1,68,296.8333
12.12.2017-13:00,1.6,60,995.8,92.2,-2.3,66,391.3333
12.12.2017-14:00,1.7,60,995.8,69.7,-2.8,67,0
12.12.2017-15:00,1.2,60,996.4,26.6,-3.9,66,0
12.12.2017-16:00,1.5,4,997,-4.5,-5.2,71,0
12.12.2017-17:00,1,0,997.4,-7.3,-6.4,77,0
12.12.2017-18:00,0.3,0,997.7,-6.7,-7.5,80,0
12.12.2017-19:00,2.9,0,997.8,-6.8,-8,80,0
12.12.2017-20:00,1.6,0,998.1,-6.9,-8.5,82,0
12.12.2017-21:00,2.2,0,998.2,-7.1,-9,83,0
12.12.2017-22:00,2.6,0,997.9,-6.5,-9.1,82,0
12.12.2017-23:00,2.6,0,997.6,-6.6,-9.5,83,0
13.12.2017-00:00,1.6,0,997.5,-6.3,-9.3,86,0
13.12.2017-01:00,1.6,0,997.3,-6,-8,89,0
13.12.2017-02:00,2.9,0,997,-5.3,-8.9,89,0
13.12.2017-03:00,2,0,996.5,-5,-9,89,0
13.12.2017-04:00,2.2,0,995.9,-5.4,-10.2,85,0
13.12.2017-05:00,2.3,0,995.5,-6.1,-9.8,86,0
13.12.2017-06:00,1.8,0,995.1,-5.6,-8.3,93,0
13.12.2017-07:00,0.8,0,994.7,-4.7,-7.5,93,0
13.12.2017-08:00,1.3,0,994.5,-4.5,-7.5,93,0
13.12.2017-09:00,1.7,0,994,-4.3,-7.3,92,0
13.12.2017-10:00,0.8,0,994.1,-1.2,-7.1,93,0
13.12.2017-11:00,1.3,0,993.3,17.5,-6.8,91,0
13.12.2017-12:00,2.8,0,991.6,13.3,-6,89,0
13.12.2017-13:00,2.5,0,990.2,10.6,-5.5,87,0
13.12.2017-14:00,4,0,988.6,4.4,-4.1,89,0
13.12.2017-15:00,4.2,0,987.4,-2.6,-2.8,90,0
13.12.2017-16:00,3.6,0,986.2,-4.7,-2.3,93,0
13.12.2017-17:00,3.3,0,985.1,-6,-1.2,94,0
13.12.2017-18:00,2.6,0,984.5,-6.1,-0.9,94,0
13.12.2017-19:00,2.2,0,984.4,-6,-0.9,92,0
13.12.2017-20:00,1.2,0,983.9,-6.7,-0.9,95,0
13.12.2017-21:00,0.7,0,983.7,-7.2,-1.4,95,0
13.12.2017-22:00,0.6,0,983.6,-6.4,-1.3,98,0
13.12.2017-23:00,0.8,0,983.3,-7.1,-1.3,97,0
14.12.2017-00:00,0.9,0,983.1,-6.7,-1.6,97,0
14.12.2017-01:00,0.6,0,982.7,-6.7,-1.7,97,0
14.12.2017-02:00,1,0,982.4,-6.6,-1.5,97,0
14.12.2017-03:00,2.1,0,982.1,-6.4,-1.3,96,0
14.12.2017-04:00,3.1,0,981.7,-6.5,-0.8,91,0
14.12.2017-05:00,3.3,0,981.4,-5.2,-0.8,92,0
14.12.2017-06:00,3,0,981.3,-5.2,-0.7,92,0
14.12.2017-07:00,2.9,0,981.3,-5.4,-0.8,93,0
14.12.2017-08:00,4.2,0,981.5,-5.4,-0.7,90,0
14.12.2017-09:00,4.1,0,981.6,-5.9,-0.8,90,0
14.12.2017-10:00,4.9,0,981.8,-0.3,-0.6,88,0
14.12.2017-11:00,3.8,0,982,22.9,-0.7,88,0
14.12.2017-12:00,3.2,0,982.1,61.6,-0.2,85,0
14.12.2017-13:00,4,0,982.1,64,0,86,0
14.12.2017-14:00,3.6,0,982.1,27.2,-0.2,87,0
14.12.2017-15:00,2.8,0,982.4,4.9,-0.3,84,0
14.12.2017-16:00,2.7,0,982.6,-4.5,-0.3,83,0
14.12.2017-17:00,3.1,0,982.6,-6.3,-0.1,83,0
14.12.2017-18:00,3.2,0,983.1,-5.8,-0.3,82,0
14.12.2017-19:00,2.3,0,983.7,-5.6,-0.2,83,0
14.12.2017-20:00,1.2,0,983.9,-5,-0.1,83,0
14.12.2017-21:00,1.7,0,984.1,-5.8,-0.2,83,0
14.12.2017-22:00,2.2,0,984.4,-6,-0.5,83,0
14.12.2017-23:00,0.5,0,984.8,-5.9,-0.6,83,0
15.12.2017-00:00,1.5,0,985,-6,-0.5,82,0
15.12.2017-01:00,1.9,0,985.3,-7.5,-1.1,84,0
15.12.2017-02:00,1,0,985.6,-6.6,-1.1,82,0
15.12.2017-03:00,2,0,986.1,-6.5,-0.5,80,0
15.12.2017-04:00,1.8,0,986.5,-6.5,-0.6,79,0
15.12.2017-05:00,3.2,0,986.8,-7,-0.9,77,0
15.12.2017-06:00,0.9,0,987.4,-7.4,-1.9,80,0
15.12.2017-07:00,2.4,0,987.9,-7,-2.5,81,0
15.12.2017-08:00,4,0,988.6,-7.4,-1.9,79,0
15.12.2017-09:00,1.2,0,989.1,-6.7,-2.4,79,0
15.12.2017-10:00,4.4,22,990,6.8,-1.3,73,0
15.12.2017-11:00,3.8,0,990.4,17,-1,71,0
15.12.2017-12:00,1.4,0,990.8,30.6,-1.1,71,0
15.12.2017-13:00,3.2,0,991.3,32.6,-0.9,70,0
15.12.2017-14:00,3,0,991.6,11.5,-0.9,73,0
15.12.2017-15:00,1.5,0,992.1,1.1,-0.9,72,0
15.12.2017-16:00,2.5,0,992.6,-4.1,-1,71,0
15.12.2017-17:00,5.2,0,993,-5.2,-1.2,71,0
15.12.2017-18:00,4.4,0,993.4,-5.1,-1.2,70,0
15.12.2017-19:00,3.3,0,993.9,-5.2,-1.4,68,0
15.12.2017-20:00,2,0,994.5,-5.2,-1.7,69,0
15.12.2017-21:00,0.7,0,994.9,-5.8,-1.8,71,0
15.12.2017-22:00,2.8,0,995.3,-5.9,-1.8,68,0
15.12.2017-23:00,1.8,0,995.8,-5.6,-1.6,69,0
16.12.2017-00:00,1.8,0,996,-6.5,-1.6,70,0
16.12.2017-01:00,2,0,996.2,-6.2,-1.3,69,0
16.12.2017-02:00,2.1,0,996.6,-6.4,-1.6,69,0
16.12.2017-03:00,3.4,0,996.9,-6.3,-2,71,0
16.12.2017-04:00,5.1,0,997.3,-6.3,-1.9,71,0
16.12.2017-05:00,3.1,0,997.6,-6.3,-2.3,71,0
16.12.2017-06:00,2.9,0,997.9,-6.5,-2.5,72,0
16.12.2017-07:00,1.6,0,998.3,-6.2,-2.1,75,0
16.12.2017-08:00,4,0,998.9,-6.1,-1.6,72,0
16.12.2017-09:00,5.8,0,999.7,-5,-1.6,78,0
16.12.2017-10:00,4.6,0,1000.3,-1.1,-1.8,85,0
16.12.2017-11:00,7.9,0,1000.9,12.9,-1.1,78,0
16.12.2017-12:00,7.2,0,1001.5,36.6,-0.7,80,0
16.12.2017-13:00,5.1,0,1002.6,31.9,-0.6,79,0
16.12.2017-14:00,5.5,0,1003.5,32.4,-0.7,75,0
16.12.2017-15:00,3.3,0,1004.6,18.3,-0.9,74,0
16.12.2017-16:00,5.2,0,1005.7,-4,-1,71,0
16.12.2017-17:00,5.2,0,1006.7,-5.8,-1,69,0
16.12.2017-18:00,5.3,0,1007.9,-6.5,-1.4,66,0
16.12.2017-19:00,3,0,1008.9,-7.2,-2.8,70,0
16.12.2017-20:00,3.5,0,1009.6,-7.1,-2.6,66,0
16.12.2017-21:00,0.6,0,1010.6,-7.4,-4.1,72,0
16.12.2017-22:00,0.5,0,1011.2,-7.4,-4.9,73,0
16.12.2017-23:00,1.1,0,1011.6,-7.1,-6.4,82,0
17.12.2017-00:00,1,0,1012.3,-6.8,-6.5,83,0
17.12.2017-01:00,0.3,0,1013,-7.3,-7.2,85,0
17.12.2017-02:00,1,0,1013.3,-7.3,-7.1,87,0
17.12.2017-03:00,0.3,0,1013.5,-6.8,-8,88,0
17.12.2017-04:00,0.7,0,1013.9,-7.1,-8.6,91,0
17.12.2017-05:00,1.3,0,1014.4,-7.2,-8.3,87,0
17.12.2017-06:00,0.7,0,1014.6,-6.9,-9.1,89,0
17.12.2017-07:00,0.9,0,1014.6,-7.1,-8.8,88,0
17.12.2017-08:00,2.5,0,1014.9,-6.8,-8.7,85,0
17.12.2017-09:00,1.9,0,1015.2,-5.4,-9,84,0
17.12.2017-10:00,1,0,1015.7,5.5,-9.5,87,0
17.12.2017-11:00,1.8,0,1015.3,32.4,-8.2,83,0
17.12.2017-12:00,0.5,16,1014.8,52.8,-8,85,0
17.12.2017-13:00,0.5,27,1014.4,55.8,-6.9,87,0
17.12.2017-14:00,0.4,60,1014.1,56.6,-6.8,84,0
17.12.2017-15:00,0.7,14,1013.8,12.2,-6.5,90,0
17.12.2017-16:00,1.9,0,1013.6,-4.5,-8.5,87,0
17.12.2017-17:00,2.4,0,1013.3,-5.6,-8.1,86,0
17.12.2017-18:00,1.3,0,1013,-5.6,-8.6,85,0
17.12.2017-19:00,1.8,0,1013,-5.6,-8.6,86,0
17.12.2017-20:00,0.3,0,1013.1,-5.9,-8.2,84,0
17.12.2017-21:00,1,0,1013.3,-5.9,-7.8,88,0
17.12.2017-22:00,1.4,0,1013.3,-5.2,-7.2,92,0
17.12.2017-23:00,1.6,0,1013.5,-5.9,-7.5,89,0
18.12.2017-00:00,2.4,0,1013.3,-5.4,-7.1,89,0
18.12.2017-01:00,1.7,0,1013.3,-5,-6,87,0
18.12.2017-02:00,1.4,0,1013.4,-5.3,-5.1,86,0
18.12.2017-03:00,1.3,0,1013.3,-5.8,-4.7,86,0
18.12.2017-04:00,0.6,0,1013.5,-5.6,-4.2,85,0
18.12.2017-05:00,0.3,0,1014,-5.3,-3.9,86,0
18.12.2017-06:00,0.3,0,1014.3,-5.4,-3.6,91,0
18.12.2017-07:00,1.2,0,1014.7,-5,-2.9,90,0
18.12.2017-08:00,1.4,0,1015.1,-6,-2.4,91,0
18.12.2017-09:00,0.7,0,1015.7,-6.7,-2.3,92,0
18.12.2017-10:00,1.3,0,1016.4,-0.6,-1.9,91,0
18.12.2017-11:00,1.5,0,1017.1,16.5,-1.4,94,0
18.12.2017-12:00,1.3,0,1017.6,27.8,-1.6,97,0
18.12.2017-13:00,1.9,0,1018.1,28.2,-1.9,97,0
18.12.2017-14:00,1.9,0,1018.5,17.6,-2,97,0
18.12.2017-15:00,2.1,0,1019.2,2.9,-2.3,97,0
18.12.2017-16:00,1.6,0,1020.2,-4.4,-2.2,97,0
18.12.2017-17:00,1.2,0,1021.1,-5.3,-2.8,96,0
18.12.2017-18:00,1.6,0,1021.3,-6.1,-3.1,91,0
18.12.2017-19:00,0.6,0,1022.1,-7.3,-3.6,93,0
18.12.2017-20:00,1,0,1022.6,-6.3,-4.3,93,0
18.12.2017-21:00,1.8,0,1023.4,-7.4,-5.1,90,0
18.12.2017-22:00,0.4,0,1023.9,-7.2,-5.8,90,0
18.12.2017-23:00,0.5,0,1024.2,-7.2,-6.1,92,0
19.12.2017-00:00,1.5,0,1024.6,-6.8,-6.1,90,0
19.12.2017-01:00,1.2,0,1024.9,-6.5,-6.7,93,0
19.12.2017-02:00,1.2,0,1025,-7,-6.7,91,0
